Training Example ID,Real/Sim Data,SceneID,Object Config,Locative Preposition,Response Score
4048,sim,6,right,below,1
4049,real,6,left,above,1
4050,sim,6,left,below,1
4051,sim,6,right,above,1
4052,sim,6,right,below,1
4053,sim,6,left,above,1
4054,sim,6,left,below,1
4055,sim,6,right,above,1
4056,sim,6,right,below,1
4057,real,6,left,above,1
4058,sim,6,left,below,1
4059,sim,6,right,above,1
4060,sim,6,right,below,1
4061,real,6,left,above,1
4062,sim,6,left,below,1
4063,sim,6,right,above,1
4064,sim,6,right,below,1
4065,real,6,left,above,1
4066,sim,6,left,below,1
4067,sim,6,right,above,1
4068,sim,6,right,below,1
4069,real,6,left,above,1
4070,sim,6,left,below,1
4071,sim,6,right,above,1
4072,sim,6,right,below,1
4073,real,6,left,above,1
4074,sim,6,left,below,1
4075,sim,6,right,above,1
4076,sim,6,right,below,1
4077,real,6,left,above,1
4078,sim,6,left,below,1
4079,sim,6,right,above,1
4080,sim,6,right,below,1
4081,real,6,left,above,1
4082,sim,6,left,below,1
4083,sim,6,right,above,1
4084,sim,6,right,below,1
4085,real,6,left,above,1
4086,sim,6,left,below,1
4087,sim,6,right,above,1
4088,sim,6,right,below,1
4089,real,6,left,above,1
4090,sim,6,left,below,1
4091,sim,6,right,above,1
4092,sim,6,right,below,1
4093,real,6,left,above,1
4094,sim,6,left,below,1
4095,sim,6,right,above,1
4096,sim,6,right,below,1
4097,real,6,left,above,1
4098,sim,6,left,below,1
4099,sim,6,right,above,1
4100,sim,6,right,below,1
4101,real,6,left,against,1
4102,sim,6,right,against,1
4103,real,6,left,against,2
4104,sim,6,right,against,2
4105,real,6,left,against,1
4106,sim,6,right,against,1
4107,real,6,left,against,1
4108,sim,6,right,against,1
4109,real,6,left,against,1
4110,sim,6,right,against,1
4111,real,6,left,against,1
4112,sim,6,right,against,1
4113,real,6,left,against,1
4114,sim,6,right,against,1
4115,real,6,left,against,1
4116,sim,6,right,against,1
4117,real,6,left,against,1
4118,sim,6,right,against,1
4119,real,6,left,against,1
4120,sim,6,right,against,1
4121,real,6,left,against,1
4122,sim,6,right,against,1
4123,real,6,left,against,1
4124,sim,6,right,against,1
4125,real,6,left,against,1
4126,sim,6,right,against,1
4127,sim,6,left,against,1
4128,sim,6,right,against,1
4129,real,6,left,against,1
4130,sim,6,right,against,1
4131,real,6,left,against,1
4132,sim,6,right,against,1
4133,real,6,left,against,1
4134,sim,6,right,against,1
4135,real,6,left,against,1
4136,sim,6,right,against,1
4137,real,6,left,against,1
4138,sim,6,right,against,1
4139,real,6,left,against,1
4140,sim,6,right,against,1
4141,real,6,left,against,1
4142,sim,6,right,against,1
4143,real,6,left,against,1
4144,sim,6,right,against,1
4145,real,6,left,against,1
4146,sim,6,right,against,1
4147,real,6,left,against,1
4148,sim,6,right,against,1
4149,real,6,left,against,1
4150,sim,6,right,against,1
4201,real,6,left,beside,2
4202,sim,6,right,beside,2
4203,real,6,left,beside,3
4204,sim,6,right,beside,3
4205,real,6,left,beside,3
4206,sim,6,right,beside,3
4207,real,6,left,beside,1
4208,sim,6,right,beside,1
4209,real,6,left,beside,1
4210,sim,6,right,beside,1
4211,real,6,left,beside,3
4212,sim,6,right,beside,3
4213,real,6,left,beside,2
4214,sim,6,right,beside,2
4215,real,6,left,beside,1
4216,sim,6,right,beside,1
4217,real,6,left,beside,2
4218,sim,6,right,beside,2
4219,real,6,left,beside,5
4220,sim,6,right,beside,5
4221,real,6,left,beside,1
4222,sim,6,right,beside,1
4223,real,6,left,beside,1
4224,sim,6,right,beside,1
4225,real,6,left,beside,4
4226,sim,6,right,beside,4
4227,sim,6,left,beside,2
4228,sim,6,right,beside,2
4229,real,6,left,beside,1
4230,sim,6,right,beside,1
4231,real,6,left,beside,1
4232,sim,6,right,beside,1
4233,real,6,left,beside,1
4234,sim,6,right,beside,1
4235,real,6,left,beside,4
4236,sim,6,right,beside,4
4237,real,6,left,beside,1
4238,sim,6,right,beside,1
4239,real,6,left,beside,1
4240,sim,6,right,beside,1
4241,real,6,left,beside,3
4242,sim,6,right,beside,3
4243,real,6,left,beside,1
4244,sim,6,right,beside,1
4245,real,6,left,beside,4
4246,sim,6,right,beside,4
4247,real,6,left,beside,2
4248,sim,6,right,beside,2
4249,real,6,left,beside,1
4250,sim,6,right,beside,1
4251,real,6,left,close,3
4252,sim,6,right,close,3
4253,real,6,left,close,4
4254,sim,6,right,close,4
4255,real,6,left,close,2
4256,sim,6,right,close,2
4257,real,6,left,close,1
4258,sim,6,right,close,1
4259,real,6,left,close,1
4260,sim,6,right,close,1
4261,real,6,left,close,6
4262,sim,6,right,close,6
4263,real,6,left,close,2
4264,sim,6,right,close,2
4265,real,6,left,close,1
4266,sim,6,right,close,1
4267,real,6,left,close,2
4268,sim,6,right,close,2
4269,real,6,left,close,2
4270,sim,6,right,close,2
4271,real,6,left,close,1
4272,sim,6,right,close,1
4273,real,6,left,close,3
4274,sim,6,right,close,3
4275,real,6,left,close,3
4276,sim,6,right,close,3
4277,sim,6,left,close,1
4278,sim,6,right,close,1
4279,real,6,left,close,4
4280,sim,6,right,close,4
4281,real,6,left,close,1
4282,sim,6,right,close,1
4283,real,6,left,close,6
4284,sim,6,right,close,6
4285,real,6,left,close,1
4286,sim,6,right,close,1
4287,real,6,left,close,1
4288,sim,6,right,close,1
4289,real,6,left,close,1
4290,sim,6,right,close,1
4291,real,6,left,close,1
4292,sim,6,right,close,1
4293,real,6,left,close,2
4294,sim,6,right,close,2
4295,real,6,left,close,3
4296,sim,6,right,close,3
4297,real,6,left,close,1
4298,sim,6,right,close,1
4299,real,6,left,close,1
4300,sim,6,right,close,1
4301,real,6,left,front,1
4302,sim,6,left,behind,1
4303,sim,6,right,front,1
4304,sim,6,right,behind,1
4305,real,6,left,front,2
4306,sim,6,left,behind,2
4307,sim,6,right,front,2
4308,sim,6,right,behind,2
4309,real,6,left,front,1
4310,sim,6,left,behind,1
4311,sim,6,right,front,1
4312,sim,6,right,behind,1
4313,real,6,left,front,1
4314,sim,6,left,behind,1
4315,sim,6,right,front,1
4316,sim,6,right,behind,1
4317,real,6,left,front,1
4318,sim,6,left,behind,1
4319,sim,6,right,front,1
4320,sim,6,right,behind,1
4321,real,6,left,front,1
4322,sim,6,left,behind,1
4323,sim,6,right,front,1
4324,sim,6,right,behind,1
4325,real,6,left,front,2
4326,sim,6,left,behind,2
4327,sim,6,right,front,2
4328,sim,6,right,behind,2
4329,real,6,left,front,1
4330,sim,6,left,behind,1
4331,sim,6,right,front,1
4332,sim,6,right,behind,1
4333,real,6,left,front,1
4334,sim,6,left,behind,1
4335,sim,6,right,front,1
4336,sim,6,right,behind,1
4337,real,6,left,front,1
4338,sim,6,left,behind,1
4339,sim,6,right,front,1
4340,sim,6,right,behind,1
4341,real,6,left,front,1
4342,sim,6,left,behind,1
4343,sim,6,right,front,1
4344,sim,6,right,behind,1
4345,real,6,left,front,1
4346,sim,6,left,behind,1
4347,sim,6,right,front,1
4348,sim,6,right,behind,1
4349,real,6,left,front,1
4350,sim,6,left,behind,1
4351,sim,6,right,front,1
4352,sim,6,right,behind,1
4353,sim,6,left,front,1
4354,sim,6,left,behind,1
4355,sim,6,right,front,1
4356,sim,6,right,behind,1
4357,real,6,left,front,1
4358,sim,6,left,behind,1
4359,sim,6,right,front,1
4360,sim,6,right,behind,1
4361,real,6,left,front,1
4362,sim,6,left,behind,1
4363,sim,6,right,front,1
4364,sim,6,right,behind,1
4365,real,6,left,front,1
4366,sim,6,left,behind,1
4367,sim,6,right,front,1
4368,sim,6,right,behind,1
4369,real,6,left,front,1
4370,sim,6,left,behind,1
4371,sim,6,right,front,1
4372,sim,6,right,behind,1
4373,real,6,left,front,1
4374,sim,6,left,behind,1
4375,sim,6,right,front,1
4376,sim,6,right,behind,1
4377,real,6,left,front,1
4378,sim,6,left,behind,1
4379,sim,6,right,front,1
4380,sim,6,right,behind,1
4381,real,6,left,front,1
4382,sim,6,left,behind,1
4383,sim,6,right,front,1
4384,sim,6,right,behind,1
4385,real,6,left,front,1
4386,sim,6,left,behind,1
4387,sim,6,right,front,1
4388,sim,6,right,behind,1
4389,real,6,left,front,4
4390,sim,6,left,behind,4
4391,sim,6,right,front,4
4392,sim,6,right,behind,4
4393,real,6,left,front,1
4394,sim,6,left,behind,1
4395,sim,6,right,front,1
4396,sim,6,right,behind,1
4397,real,6,left,front,1
4398,sim,6,left,behind,1
4399,sim,6,right,front,1
4400,sim,6,right,behind,1
4451,real,6,left,left,6
4452,sim,6,left,right,2
4453,sim,6,right,left,1
4454,sim,6,right,right,7
4455,real,6,left,left,5
4456,sim,6,left,right,3
4457,sim,6,right,left,1
4458,sim,6,right,right,7
4459,real,6,left,left,6
4460,sim,6,left,right,2
4461,sim,6,right,left,1
4462,sim,6,right,right,7
4463,real,6,left,left,7
4464,sim,6,left,right,1
4465,sim,6,right,left,1
4466,sim,6,right,right,7
4467,real,6,left,left,7
4468,sim,6,left,right,1
4469,sim,6,right,left,1
4470,sim,6,right,right,7
4471,real,6,left,left,7
4472,sim,6,left,right,1
4473,sim,6,right,left,1
4474,sim,6,right,right,7
4475,real,6,left,left,7
4476,sim,6,left,right,1
4477,sim,6,right,left,1
4478,sim,6,right,right,7
4479,real,6,left,left,7
4480,sim,6,left,right,1
4481,sim,6,right,left,1
4482,sim,6,right,right,7
4483,real,6,left,left,7
4484,sim,6,left,right,1
4485,sim,6,right,left,1
4486,sim,6,right,right,7
4487,real,6,left,left,7
4488,sim,6,left,right,1
4489,sim,6,right,left,1
4490,sim,6,right,right,7
4491,real,6,left,left,6
4492,sim,6,left,right,2
4493,sim,6,right,left,1
4494,sim,6,right,right,7
4495,real,6,left,left,7
4496,sim,6,left,right,1
4497,sim,6,right,left,1
4498,sim,6,right,right,7
4499,real,6,left,left,6
4500,sim,6,left,right,2
4501,sim,6,right,left,1
4502,sim,6,right,right,7
4503,sim,6,left,left,6
4504,sim,6,left,right,2
4505,sim,6,right,left,1
4506,sim,6,right,right,7
4507,real,6,left,left,7
4508,sim,6,left,right,1
4509,sim,6,right,left,1
4510,sim,6,right,right,7
4511,real,6,left,left,6
4512,sim,6,left,right,2
4513,sim,6,right,left,1
4514,sim,6,right,right,7
4515,real,6,left,left,7
4516,sim,6,left,right,1
4517,sim,6,right,left,1
4518,sim,6,right,right,7
4519,real,6,left,left,6
4520,sim,6,left,right,2
4521,sim,6,right,left,1
4522,sim,6,right,right,7
4523,real,6,left,left,7
4524,sim,6,left,right,1
4525,sim,6,right,left,1
4526,sim,6,right,right,7
4527,real,6,left,left,7
4528,sim,6,left,right,1
4529,sim,6,right,left,1
4530,sim,6,right,right,7
4531,real,6,left,left,7
4532,sim,6,left,right,1
4533,sim,6,right,left,1
4534,sim,6,right,right,7
4535,real,6,left,left,7
4536,sim,6,left,right,1
4537,sim,6,right,left,1
4538,sim,6,right,right,7
4539,real,6,left,left,2
4540,sim,6,left,right,6
4541,sim,6,right,left,1
4542,sim,6,right,right,7
4543,real,6,left,left,5
4544,sim,6,left,right,3
4545,sim,6,right,left,1
4546,sim,6,right,right,7
4547,real,6,left,left,5
4548,sim,6,left,right,3
4549,sim,6,right,left,1
4550,sim,6,right,right,7
4551,real,6,left,on,1
4552,sim,6,right,on,1
4553,real,6,left,on,3
4554,sim,6,right,on,3
4555,real,6,left,on,1
4556,sim,6,right,on,1
4557,real,6,left,on,1
4558,sim,6,right,on,1
4559,real,6,left,on,1
4560,sim,6,right,on,1
4561,real,6,left,on,1
4562,sim,6,right,on,1
4563,real,6,left,on,1
4564,sim,6,right,on,1
4565,real,6,left,on,1
4566,sim,6,right,on,1
4567,real,6,left,on,1
4568,sim,6,right,on,1
4569,real,6,left,on,1
4570,sim,6,right,on,1
4571,real,6,left,on,2
4572,sim,6,right,on,2
4573,real,6,left,on,1
4574,sim,6,right,on,1
4575,real,6,left,on,1
4576,sim,6,right,on,1
4577,sim,6,left,on,1
4578,sim,6,right,on,1
4579,real,6,left,on,1
4580,sim,6,right,on,1
4581,real,6,left,on,1
4582,sim,6,right,on,1
4583,real,6,left,on,1
4584,sim,6,right,on,1
4585,real,6,left,on,1
4586,sim,6,right,on,1
4587,real,6,left,on,1
4588,sim,6,right,on,1
4589,real,6,left,on,1
4590,sim,6,right,on,1
4591,real,6,left,on,1
4592,sim,6,right,on,1
4593,real,6,left,on,1
4594,sim,6,right,on,1
4595,real,6,left,on,1
4596,sim,6,right,on,1
4597,real,6,left,on,1
4598,sim,6,right,on,1
4599,real,6,left,on,1
4600,sim,6,right,on,1
4601,real,6,left,on top,1
4602,sim,6,right,on top,1
4603,real,6,left,on top,2
4604,sim,6,right,on top,2
4605,real,6,left,on top,1
4606,sim,6,right,on top,1
4607,real,6,left,on top,1
4608,sim,6,right,on top,1
4609,real,6,left,on top,1
4610,sim,6,right,on top,1
4611,real,6,left,on top,1
4612,sim,6,right,on top,1
4613,real,6,left,on top,1
4614,sim,6,right,on top,1
4615,real,6,left,on top,1
4616,sim,6,right,on top,1
4617,real,6,left,on top,1
4618,sim,6,right,on top,1
4619,real,6,left,on top,1
4620,sim,6,right,on top,1
4621,real,6,left,on top,1
4622,sim,6,right,on top,1
4623,real,6,left,on top,1
4624,sim,6,right,on top,1
4625,real,6,left,on top,1
4626,sim,6,right,on top,1
4627,sim,6,left,on top,1
4628,sim,6,right,on top,1
4629,real,6,left,on top,1
4630,sim,6,right,on top,1
4631,real,6,left,on top,1
4632,sim,6,right,on top,1
4633,real,6,left,on top,1
4634,sim,6,right,on top,1
4635,real,6,left,on top,1
4636,sim,6,right,on top,1
4637,real,6,left,on top,1
4638,sim,6,right,on top,1
4639,real,6,left,on top,1
4640,sim,6,right,on top,1
4641,real,6,left,on top,1
4642,sim,6,right,on top,1
4643,real,6,left,on top,1
4644,sim,6,right,on top,1
4645,real,6,left,on top,1
4646,sim,6,right,on top,1
4647,real,6,left,on top,1
4648,sim,6,right,on top,1
4649,real,6,left,on top,1
4650,sim,6,right,on top,1
4651,real,6,left,over,1
4652,sim,6,right,over,1
4653,real,6,left,over,4
4654,sim,6,right,over,4
4655,real,6,left,over,1
4656,sim,6,right,over,1
4657,real,6,left,over,1
4658,sim,6,right,over,1
4659,real,6,left,over,1
4660,sim,6,right,over,1
4661,real,6,left,over,1
4662,sim,6,right,over,1
4663,real,6,left,over,1
4664,sim,6,right,over,1
4665,real,6,left,over,1
4666,sim,6,right,over,1
4667,real,6,left,over,1
4668,sim,6,right,over,1
4669,real,6,left,over,1
4670,sim,6,right,over,1
4671,real,6,left,over,1
4672,sim,6,right,over,1
4673,real,6,left,over,1
4674,sim,6,right,over,1
4675,real,6,left,over,1
4676,sim,6,right,over,1
4677,sim,6,left,over,1
4678,sim,6,right,over,1
4679,real,6,left,over,1
4680,sim,6,right,over,1
4681,real,6,left,over,1
4682,sim,6,right,over,1
4683,real,6,left,over,1
4684,sim,6,right,over,1
4685,real,6,left,over,1
4686,sim,6,right,over,1
4687,real,6,left,over,1
4688,sim,6,right,over,1
4689,real,6,left,over,1
4690,sim,6,right,over,1
4691,real,6,left,over,1
4692,sim,6,right,over,1
4693,real,6,left,over,1
4694,sim,6,right,over,1
4695,real,6,left,over,1
4696,sim,6,right,over,1
4697,real,6,left,over,1
4698,sim,6,right,over,1
4699,real,6,left,over,1
4700,sim,6,right,over,1
4701,real,6,left,near,3
4702,sim,6,right,near,3
4703,real,6,left,near,5
4704,sim,6,right,near,5
4705,real,6,left,near,2
4706,sim,6,right,near,2
4707,real,6,left,near,1
4708,sim,6,right,near,1
4709,real,6,left,near,1
4710,sim,6,right,near,1
4711,real,6,left,near,1
4712,sim,6,right,near,1
4713,real,6,left,near,2
4714,sim,6,right,near,2
4715,real,6,left,near,1
4716,sim,6,right,near,1
4717,real,6,left,near,5
4718,sim,6,right,near,5
4719,real,6,left,near,5
4720,sim,6,right,near,5
4721,real,6,left,near,4
4722,sim,6,right,near,4
4723,real,6,left,near,3
4724,sim,6,right,near,3
4725,real,6,left,near,2
4726,sim,6,right,near,2
4727,sim,6,left,near,2
4728,sim,6,right,near,2
4729,real,6,left,near,6
4730,sim,6,right,near,6
4731,real,6,left,near,2
4732,sim,6,right,near,2
4733,real,6,left,near,6
4734,sim,6,right,near,6
4735,real,6,left,near,5
4736,sim,6,right,near,5
4737,real,6,left,near,1
4738,sim,6,right,near,1
4739,real,6,left,near,1
4740,sim,6,right,near,1
4741,real,6,left,near,1
4742,sim,6,right,near,1
4743,real,6,left,near,2
4744,sim,6,right,near,2
4745,real,6,left,near,4
4746,sim,6,right,near,4
4747,real,6,left,near,3
4748,sim,6,right,near,3
4749,real,6,left,near,1
4750,sim,6,right,near,1
4751,real,6,left,next,4
4752,sim,6,right,next,4
4753,real,6,left,next,5
4754,sim,6,right,next,5
4755,real,6,left,next,5
4756,sim,6,right,next,5
4757,real,6,left,next,1
4758,sim,6,right,next,1
4759,real,6,left,next,1
4760,sim,6,right,next,1
4761,real,6,left,next,1
4762,sim,6,right,next,1
4763,real,6,left,next,3
4764,sim,6,right,next,3
4765,real,6,left,next,1
4766,sim,6,right,next,1
4767,real,6,left,next,5
4768,sim,6,right,next,5
4769,real,6,left,next,5
4770,sim,6,right,next,5
4771,real,6,left,next,4
4772,sim,6,right,next,4
4773,real,6,left,next,3
4774,sim,6,right,next,3
4775,real,6,left,next,2
4776,sim,6,right,next,2
4777,sim,6,left,next,2
4778,sim,6,right,next,2
4779,real,6,left,next,3
4780,sim,6,right,next,3
4781,real,6,left,next,6
4782,sim,6,right,next,6
4783,real,6,left,next,1
4784,sim,6,right,next,1
4785,real,6,left,next,1
4786,sim,6,right,next,1
4787,real,6,left,next,2
4788,sim,6,right,next,2
4789,real,6,left,next,1
4790,sim,6,right,next,1
4791,real,6,left,next,1
4792,sim,6,right,next,1
4793,real,6,left,next,1
4794,sim,6,right,next,1
4795,real,6,left,next,3
4796,sim,6,right,next,3
4797,real,6,left,next,1
4798,sim,6,right,next,1
4799,real,6,left,next,1
4800,sim,6,right,next,1
4801,real,7,left,above,1
4802,sim,7,left,below,1
4803,sim,7,right,above,1
4804,sim,7,right,below,1
4805,real,7,left,above,2
4806,sim,7,left,below,2
4807,sim,7,right,above,2
4808,sim,7,right,below,2
4809,real,7,left,above,1
4810,sim,7,left,below,1
4811,sim,7,right,above,1
4812,sim,7,right,below,1
4813,real,7,left,above,1
4814,sim,7,left,below,1
4815,sim,7,right,above,1
4816,sim,7,right,below,1
4817,real,7,left,above,1
4818,sim,7,left,below,1
4819,sim,7,right,above,1
4820,sim,7,right,below,1
4821,real,7,left,above,1
4822,sim,7,left,below,1
4823,sim,7,right,above,1
4824,sim,7,right,below,1
4825,real,7,left,above,1
4826,sim,7,left,below,1
4827,sim,7,right,above,1
4828,sim,7,right,below,1
4829,real,7,left,above,1
4830,sim,7,left,below,1
4831,sim,7,right,above,1
4832,sim,7,right,below,1
4833,real,7,left,above,1
4834,sim,7,left,below,1
4835,sim,7,right,above,1
4836,sim,7,right,below,1
4837,real,7,left,above,1
4838,sim,7,left,below,1
4839,sim,7,right,above,1
4840,sim,7,right,below,1
4841,real,7,left,above,2
4842,sim,7,left,below,2
4843,sim,7,right,above,2
4844,sim,7,right,below,2
4845,real,7,left,above,1
4846,sim,7,left,below,1
4847,sim,7,right,above,1
4848,sim,7,right,below,1
4849,real,7,left,above,1
4850,sim,7,left,below,1
4851,sim,7,right,above,1
4852,sim,7,right,below,1
4853,sim,7,left,above,1
4854,sim,7,left,below,1
4855,sim,7,right,above,1
4856,sim,7,right,below,1
4857,real,7,left,above,1
4858,sim,7,left,below,1
4859,sim,7,right,above,1
4860,sim,7,right,below,1
4861,real,7,left,above,1
4862,sim,7,left,below,1
4863,sim,7,right,above,1
4864,sim,7,right,below,1
4865,real,7,left,above,1
4866,sim,7,left,below,1
4867,sim,7,right,above,1
4868,sim,7,right,below,1
4869,real,7,left,above,1
4870,sim,7,left,below,1
4871,sim,7,right,above,1
4872,sim,7,right,below,1
4873,real,7,left,above,1
4874,sim,7,left,below,1
4875,sim,7,right,above,1
4876,sim,7,right,below,1
4877,real,7,left,above,1
4878,sim,7,left,below,1
4879,sim,7,right,above,1
4880,sim,7,right,below,1
4881,real,7,left,above,1
4882,sim,7,left,below,1
4883,sim,7,right,above,1
4884,sim,7,right,below,1
4885,real,7,left,above,1
4886,sim,7,left,below,1
4887,sim,7,right,above,1
4888,sim,7,right,below,1
4889,real,7,left,above,1
4890,sim,7,left,below,1
4891,sim,7,right,above,1
4892,sim,7,right,below,1
4893,real,7,left,above,1
4894,sim,7,left,below,1
4895,sim,7,right,above,1
4896,sim,7,right,below,1
4897,real,7,left,above,1
4898,sim,7,left,below,1
4899,sim,7,right,above,1
4900,sim,7,right,below,1
4901,real,7,left,against,1
4902,sim,7,right,against,1
4903,real,7,left,against,2
4904,sim,7,right,against,2
4905,real,7,left,against,1
4906,sim,7,right,against,1
4907,real,7,left,against,1
4908,sim,7,right,against,1
4909,real,7,left,against,7
4910,sim,7,right,against,7
4911,real,7,left,against,1
4912,sim,7,right,against,1
4913,real,7,left,against,1
4914,sim,7,right,against,1
4915,real,7,left,against,1
4916,sim,7,right,against,1
4917,real,7,left,against,1
4918,sim,7,right,against,1
4919,real,7,left,against,1
4920,sim,7,right,against,1
4921,real,7,left,against,1
4922,sim,7,right,against,1
4923,real,7,left,against,1
4924,sim,7,right,against,1
4925,real,7,left,against,1
4926,sim,7,right,against,1
4927,sim,7,left,against,1
4928,sim,7,right,against,1
4929,real,7,left,against,1
4930,sim,7,right,against,1
4931,real,7,left,against,1
4932,sim,7,right,against,1
4933,real,7,left,against,1
4934,sim,7,right,against,1
4935,real,7,left,against,1
4936,sim,7,right,against,1
4937,real,7,left,against,1
4938,sim,7,right,against,1
4939,real,7,left,against,1
4940,sim,7,right,against,1
4941,real,7,left,against,1
4942,sim,7,right,against,1
4943,real,7,left,against,1
4944,sim,7,right,against,1
4945,real,7,left,against,1
4946,sim,7,right,against,1
4947,real,7,left,against,1
4948,sim,7,right,against,1
4949,real,7,left,against,1
4950,sim,7,right,against,1
5001,real,7,left,beside,1
5002,sim,7,right,beside,1
5003,real,7,left,beside,2
5004,sim,7,right,beside,2
5005,real,7,left,beside,2
5006,sim,7,right,beside,2
5007,real,7,left,beside,6
5008,sim,7,right,beside,6
5009,real,7,left,beside,1
5010,sim,7,right,beside,1
5011,real,7,left,beside,7
5012,sim,7,right,beside,7
5013,real,7,left,beside,3
5014,sim,7,right,beside,3
5015,real,7,left,beside,1
5016,sim,7,right,beside,1
5017,real,7,left,beside,1
5018,sim,7,right,beside,1
5019,real,7,left,beside,3
5020,sim,7,right,beside,3
5021,real,7,left,beside,1
5022,sim,7,right,beside,1
5023,real,7,left,beside,2
5024,sim,7,right,beside,2
5025,real,7,left,beside,2
5026,sim,7,right,beside,2
5027,sim,7,left,beside,2
5028,sim,7,right,beside,2
5029,real,7,left,beside,1
5030,sim,7,right,beside,1
5031,real,7,left,beside,1
5032,sim,7,right,beside,1
5033,real,7,left,beside,7
5034,sim,7,right,beside,7
5035,real,7,left,beside,3
5036,sim,7,right,beside,3
5037,real,7,left,beside,1
5038,sim,7,right,beside,1
5039,real,7,left,beside,1
5040,sim,7,right,beside,1
5041,real,7,left,beside,1
5042,sim,7,right,beside,1
5043,real,7,left,beside,1
5044,sim,7,right,beside,1
5045,real,7,left,beside,1
5046,sim,7,right,beside,1
5047,real,7,left,beside,2
5048,sim,7,right,beside,2
5049,real,7,left,beside,1
5050,sim,7,right,beside,1
5051,real,7,left,close,1
5052,sim,7,right,close,1
5053,real,7,left,close,4
5054,sim,7,right,close,4
5055,real,7,left,close,1
5056,sim,7,right,close,1
5057,real,7,left,close,1
5058,sim,7,right,close,1
5059,real,7,left,close,1
5060,sim,7,right,close,1
5061,real,7,left,close,1
5062,sim,7,right,close,1
5063,real,7,left,close,2
5064,sim,7,right,close,2
5065,real,7,left,close,1
5066,sim,7,right,close,1
5067,real,7,left,close,2
5068,sim,7,right,close,2
5069,real,7,left,close,1
5070,sim,7,right,close,1
5071,real,7,left,close,2
5072,sim,7,right,close,2
5073,real,7,left,close,2
5074,sim,7,right,close,2
5075,real,7,left,close,1
5076,sim,7,right,close,1
5077,sim,7,left,close,1
5078,sim,7,right,close,1
5079,real,7,left,close,1
5080,sim,7,right,close,1
5081,real,7,left,close,1
5082,sim,7,right,close,1
5083,real,7,left,close,1
5084,sim,7,right,close,1
5085,real,7,left,close,1
5086,sim,7,right,close,1
5087,real,7,left,close,1
5088,sim,7,right,close,1
5089,real,7,left,close,1
5090,sim,7,right,close,1
5091,real,7,left,close,1
5092,sim,7,right,close,1
5093,real,7,left,close,1
5094,sim,7,right,close,1
5095,real,7,left,close,1
5096,sim,7,right,close,1
5097,real,7,left,close,1
5098,sim,7,right,close,1
5099,real,7,left,close,1
5100,sim,7,right,close,1
5101,real,7,left,front,1
5102,sim,7,left,behind,1
5103,sim,7,right,front,1
5104,sim,7,right,behind,1
5105,real,7,left,front,3
5106,sim,7,left,behind,3
5107,sim,7,right,front,3
5108,sim,7,right,behind,3
5109,real,7,left,front,1
5110,sim,7,left,behind,1
5111,sim,7,right,front,1
5112,sim,7,right,behind,1
5113,real,7,left,front,1
5114,sim,7,left,behind,1
5115,sim,7,right,front,1
5116,sim,7,right,behind,1
5117,real,7,left,front,1
5118,sim,7,left,behind,1
5119,sim,7,right,front,1
5120,sim,7,right,behind,1
5121,real,7,left,front,1
5122,sim,7,left,behind,1
5123,sim,7,right,front,1
5124,sim,7,right,behind,1
5125,real,7,left,front,1
5126,sim,7,left,behind,1
5127,sim,7,right,front,1
5128,sim,7,right,behind,1
5129,real,7,left,front,1
5130,sim,7,left,behind,1
5131,sim,7,right,front,1
5132,sim,7,right,behind,1
5133,real,7,left,front,1
5134,sim,7,left,behind,1
5135,sim,7,right,front,1
5136,sim,7,right,behind,1
5137,real,7,left,front,1
5138,sim,7,left,behind,1
5139,sim,7,right,front,1
5140,sim,7,right,behind,1
5141,real,7,left,front,1
5142,sim,7,left,behind,1
5143,sim,7,right,front,1
5144,sim,7,right,behind,1
5145,real,7,left,front,1
5146,sim,7,left,behind,1
5147,sim,7,right,front,1
5148,sim,7,right,behind,1
5149,real,7,left,front,1
5150,sim,7,left,behind,1
5151,sim,7,right,front,1
5152,sim,7,right,behind,1
5153,sim,7,left,front,1
5154,sim,7,left,behind,1
5155,sim,7,right,front,1
5156,sim,7,right,behind,1
5157,real,7,left,front,1
5158,sim,7,left,behind,1
5159,sim,7,right,front,1
5160,sim,7,right,behind,1
5161,real,7,left,front,1
5162,sim,7,left,behind,1
5163,sim,7,right,front,1
5164,sim,7,right,behind,1
5165,real,7,left,front,1
5166,sim,7,left,behind,1
5167,sim,7,right,front,1
5168,sim,7,right,behind,1
5169,real,7,left,front,1
5170,sim,7,left,behind,1
5171,sim,7,right,front,1
5172,sim,7,right,behind,1
5173,real,7,left,front,6
5174,sim,7,left,behind,6
5175,sim,7,right,front,6
5176,sim,7,right,behind,6
5177,real,7,left,front,1
5178,sim,7,left,behind,1
5179,sim,7,right,front,1
5180,sim,7,right,behind,1
5181,real,7,left,front,1
5182,sim,7,left,behind,1
5183,sim,7,right,front,1
5184,sim,7,right,behind,1
5185,real,7,left,front,1
5186,sim,7,left,behind,1
5187,sim,7,right,front,1
5188,sim,7,right,behind,1
5189,real,7,left,front,1
5190,sim,7,left,behind,1
5191,sim,7,right,front,1
5192,sim,7,right,behind,1
5193,real,7,left,front,1
5194,sim,7,left,behind,1
5195,sim,7,right,front,1
5196,sim,7,right,behind,1
5197,real,7,left,front,1
5198,sim,7,left,behind,1
5199,sim,7,right,front,1
5200,sim,7,right,behind,1
5251,real,7,left,left,4
5252,sim,7,left,right,4
5253,sim,7,right,left,1
